-22.09,-27.27,4.68,-6.02,14.39,2.68,20.08,8.7,17.23,10.88,16.73,1.67,36.31,4.52,31.62,11.38,-16.73,
-23.26,-28.78,5.35,-7.36,15.56,1,20.24,7.7,16.23,10.21,16.73,-0.84,37.65,4.52,30.95,8.2,-17.07,
-20.58,-30.79,4.85,-8.7,16.9,-0.67,19.74,6.02,14.39,8.7,17.23,-2.84,36.64,3.85,29.45,4.35,-17.9,
-15.23,-31.79,4.18,-10.04,18.07,-2.51,18.57,3.68,11.54,6.69,17.07,-4.52,32.46,1.67,26.77,0.84,-18.57,
-10.04,-30.95,3.01,-11.21,18.74,-4.35,16.56,0.84,8.2,4.02,15.89,-5.35,24.59,-2.01,23.09,-2.68,-18.57,
-7.7,-28.11,2.01,-12.38,18.57,-6.36,14.56,-2.01,5.19,1.17,12.88,-6.19,15.23,-6.69,19.07,-5.35,-18.4,
-8.7,-24.09,1.51,-13.89,17.57,-8.53,12.38,-4.52,3.01,-1.51,8.87,-7.36,6.86,-11.71,14.72,-7.86,-18.4,
-12.88,-20.41,1.34,-15.56,16.23,-11.04,10.54,-6.69,1.17,-3.68,4.35,-9.37,1.67,-15.56,10.88,-10.37,-20.08,
-17.73,-18.24,1.34,-17.07,14.22,-13.22,8.87,-8.87,-0.17,-5.35,0.33,-11.54,0.5,-17.4,7.36,-12.88,-24.93,
-21.75,-18.07,1.51,-18.57,12.21,-15.06,6.86,-10.71,-1.67,-7.19,-2.84,-13.89,2.34,-17.4,4.18,-15.56,-32.29,
-24.26,-19.74,1.34,-19.24,9.87,-16.06,4.35,-12.38,-3.51,-9.03,-4.68,-15.73,4.52,-16.23,1.17,-18.07,-41.33,
-25.6,-22.75,0.67,-18.91,8.03,-16.4,1.84,-13.72,-5.86,-11.21,-5.86,-16.56,4.52,-14.89,-1.67,-20.08,-49.36,
-27.27,-26.44,-0.17,-17.73,6.02,-16.06,-0.5,-14.89,-8.03,-13.72,-6.86,-16.9,1.17,-14.56,-4.02,-21.08,-54.88,
-30.12,-30.79,-1.17,-15.89,4.68,-15.56,-2.18,-15.39,-9.7,-15.73,-8.2,-17.07,-4.68,-15.73,-5.69,-21.42,-55.88,
-34.47,-36.14,-2.18,-13.89,4.02,-15.06,-2.68,-15.39,-10.71,-17.23,-10.37,-17.57,-11.04,-17.73,-6.69,-20.91,-53.71,
-39.15,-42.33,-3.35,-11.71,3.68,-14.56,-2.51,-15.06,-11.04,-17.4,-13.22,-18.57,-15.56,-19.91,-7.19,-20.08,-49.02,
-43,-48.69,-4.52,-9.7,3.68,-13.89,-1.84,-14.56,-11.04,-16.73,-16.06,-20.08,-17.23,-21.25,-7.7,-18.91,-44.5,
-45.17,-54.38,-5.52,-7.86,3.51,-12.88,-1.34,-13.89,-10.88,-15.06,-18.74,-21.08,-16.23,-21.42,-8.03,-17.9,-41.66,
-45.68,-57.56,-6.02,-6.19,3.35,-11.71,-1.67,-13.22,-11.21,-13.55,-20.58,-21.25,-14.05,-20.58,-8.7,-17.07,-41.16,
-45.17,-57.22,-6.19,-4.68,2.51,-9.87,-2.68,-12.21,-11.71,-12.38,-21.08,-19.91,-12.21,-19.07,-9.54,-16.4,-42,
-44.84,-53.04,-6.19,-3.35,1.67,-8.03,-4.18,-11.21,-12.55,-12.05,-20.24,-17.9,-11.38,-17.4,-10.37,-16.06,-43,
-45.51,-45.84,-6.36,-2.51,0.84,-6.36,-5.86,-10.21,-13.55,-12.72,-19.07,-15.73,-11.21,-16.23,-11.38,-15.89,-43,
-46.68,-38.15,-6.86,-2.01,-0.33,-5.19,-7.03,-9.2,-14.89,-14.05,-17.9,-13.89,-11.38,-15.06,-12.72,-16.23,-41.33,
-47.68,-31.29,-8.03,-1.84,-1.17,-4.52,-7.7,-8.2,-16.06,-15.56,-17.4,-12.72,-10.88,-13.55,-14.05,-16.56,-37.81,
-47.68,-26.77,-9.2,-2.01,-2.18,-4.02,-7.53,-7.7,-16.73,-17.07,-17.73,-12.38,-10.21,-11.71,-15.39,-16.9,-33.29,
-46.35,-24.76,-10.54,-2.18,-3.18,-3.85,-7.03,-7.53,-16.9,-17.73,-18.07,-11.71,-9.54,-9.2,-16.4,-17.23,-27.94,
-43.17,-24.59,-11.38,-2.34,-4.18,-3.35,-6.02,-7.53,-16.06,-17.9,-18.24,-10.71,-9.2,-6.53,-16.9,-17.4,-22.42,
-39.65,-25.26,-11.71,-2.51,-4.68,-2.68,-4.85,-7.86,-14.56,-17.4,-17.73,-9.54,-9.7,-4.52,-16.23,-17.4,-16.73,
-35.8,-25.43,-11.21,-2.68,-4.68,-2.01,-3.68,-8.03,-12.38,-16.9,-16.4,-8.2,-10.37,-3.35,-14.56,-17.73,-11.38,
-32.63,-24.93,-10.54,-2.68,-4.18,-1.67,-2.84,-8.2,-10.04,-16.23,-14.39,-7.19,-11.04,-3.01,-12.38,-18.74,-6.69,
-30.45,-23.59,-9.87,-2.51,-3.35,-1.84,-2.18,-8.37,-8.53,-15.73,-12.88,-6.69,-11.54,-3.68,-10.21,-20.41,-3.35,
-29.28,-22.42,-9.37,-2.18,-2.51,-2.51,-1.67,-8.37,-7.36,-15.39,-11.71,-6.53,-11.88,-4.35,-8.53,-22.92,-2.01,
-29.11,-21.92,-9.54,-1.67,-1.84,-3.35,-1.34,-8.53,-7.03,-15.23,-11.21,-6.19,-12.55,-4.68,-8.2,-25.43,-3.35,
-29.11,-22.25,-9.87,-0.67,-1.51,-4.02,-0.84,-9.03,-7.19,-14.72,-11.04,-5.19,-13.22,-4.68,-8.53,-27.27,-6.19,
-29.61,-23.76,-10.21,0.5,-1.67,-3.85,-0.5,-9.54,-7.19,-13.89,-10.71,-3.51,-13.55,-4.68,-8.87,-27.61,-9.37,
-29.61,-26.1,-10.37,1.51,-2.01,-2.84,0,-9.7,-6.69,-12.38,-9.87,-1.34,-12.72,-4.52,-8.87,-25.93,-11.21,
-28.44,-28.11,-10.71,2.18,-2.51,-1.34,0.33,-9.2,-5.35,-10.21,-8.37,1.17,-10.71,-4.18,-7.53,-22.42,-9.37,
-26.1,-29.28,-11.04,2.51,-3.18,0.5,0.84,-7.86,-3.18,-7.36,-6.53,3.85,-7.86,-3.51,-5.35,-17.23,-3.35,
-22.42,-28.94,-11.38,2.84,-3.51,2.51,1,-5.69,-0.33,-3.68,-4.35,6.86,-5.02,-1.67,-2.34,-11.21,6.36,
-18.24,-26.77,-11.21,3.35,-3.35,4.52,1.34,-2.34,2.84,0.67,-2.34,10.37,-3.51,1.84,0.84,-4.52,17.57,
-14.72,-22.75,-11.04,4.02,-2.68,6.53,2.18,1.67,6.69,6.19,-0.5,14.89,-3.18,7.36,3.68,2.51,27.61,
-12.55,-17.9,-10.04,5.19,-1.67,9.03,3.35,6.36,10.54,12.21,1.34,19.91,-3.68,14.56,6.36,10.21,33.8,
-12.38,-12.72,-8.7,6.53,-0.17,11.71,4.68,11.38,14.72,18.57,3.35,24.76,-3.18,22.42,8.53,18.07,35.3,
-14.05,-8.2,-7.03,7.53,1,14.72,5.86,16.06,18.91,24.76,5.19,28.78,-1,29.78,10.54,26.77,32.46,
-16.4,-4.68,-5.35,8.37,1.84,17.57,6.53,20.24,22.92,30.28,7.03,31.29,3.68,35.8,12.38,34.97,28.44,
-18.4,-2.01,-4.02,8.37,1.67,19.74,6.19,23.59,26.1,34.97,8.2,32.29,9.54,39.82,14.05,42.33,25.93,
-19.07,0.33,-3.01,8.2,0.67,21.08,4.85,26.27,28.44,38.82,8.87,32.63,14.39,41.83,15.73,47.68,27.44,
-18.24,2.51,-2.34,8.2,-0.84,21.58,2.84,27.77,29.78,41.66,9.2,32.96,16.9,42.5,17.07,51.36,33.63,
-15.73,4.68,-2.18,8.2,-2.51,21.42,1,29.11,30.12,44,9.37,34.13,16.56,42.83,17.57,53.37,43.17,
-12.72,6.36,-1.84,8.7,-4.02,21.42,-0.33,30.28,29.95,46.01,9.7,35.8,14.72,43.33,17.73,55.05,53.2,
-9.37,6.69,-1.34,9.37,-5.02,21.92,-0.84,31.79,29.45,47.52,10.21,37.65,12.72,44.34,17.4,56.89,60.57,
-6.69,5.35,-1,9.7,-5.69,22.59,-0.67,33.63,29.11,48.69,11.38,38.65,12.55,45.51,16.9,59.23,63.58,
-4.18,2.18,-0.5,9.2,-6.02,23.76,0.17,35.47,28.94,49.69,12.72,38.65,14.22,45.68,16.73,61.91,61.74,
-1.84,-2.18,0.33,8.03,-6.53,24.59,1,37.31,29.28,50.36,14.05,37.48,17.07,44.34,16.73,64.08,56.22,
0.17,-6.19,1.17,5.69,-6.53,24.76,2.01,38.65,30.28,50.86,15.56,35.64,19.24,41.16,17.23,65.25,49.52,
2.18,-9.03,2.51,2.84,-6.19,24.26,3.35,39.49,31.79,51.2,17.07,33.8,19.58,36.31,17.9,64.92,43.33,
3.68,-10.21,3.85,0.17,-5.02,22.92,5.19,39.99,33.29,51.87,18.24,32.63,17.9,31.45,19.07,63.75,38.82,
4.18,-10.21,4.85,-2.51,-3.18,21.58,7.86,40.32,35.3,52.37,19.07,32.12,15.39,27.61,19.74,62.24,35.97,
3.35,-9.54,5.19,-4.18,-0.67,20.24,11.04,40.66,36.81,52.87,19.24,31.45,13.55,25.93,20.41,60.9,33.46,
1,-9.2,4.68,-5.52,1.84,19.41,14.39,40.99,37.98,52.54,18.57,30.12,12.88,26.6,20.41,59.56,30.62,
-2.34,-10.21,3.35,-6.69,4.18,18.57,17.57,40.99,38.65,51.2,16.73,27.27,13.89,28.44,20.41,58.22,26.1,
-6.19,-12.55,1.84,-7.86,5.69,17.57,19.91,40.32,38.82,49.19,14.22,23.59,15.39,30.12,20.41,55.71,20.41,
-10.04,-15.73,0.5,-9.2,6.69,15.89,21.42,38.31,38.65,46.18,11.38,19.24,16.23,29.78,20.08,51.53,13.55,
-13.22,-19.41,-0.5,-11.04,7.86,13.38,22.25,35.3,37.98,42.66,8.53,14.72,16.06,26.94,19.91,45.84,6.86,
-15.39,-22.92,-1,-12.88,8.87,10.21,22.42,31.29,37.14,38.48,6.53,11.04,14.72,21.58,19.58,39.32,1,
-16.4,-26.27,-1.17,-14.39,10.21,6.86,21.92,26.94,35.8,34.3,4.85,8.2,12.88,15.06,18.74,32.79,-3.85,
-16.4,-28.78,-1.84,-15.23,11.38,3.85,20.91,22.25,34.13,29.78,3.51,6.02,10.88,9.03,17.57,27.1,-7.36,
-15.89,-30.45,-2.84,-15.06,12.05,1,19.58,17.73,31.79,25.43,2.34,4.18,8.7,4.18,15.73,22.09,-9.87,
-15.23,-30.12,-4.02,-14.22,12.21,-1.34,17.9,13.22,29.11,20.75,1,2.18,6.19,1,13.89,17.73,-11.38,
-14.89,-27.77,-4.52,-13.05,11.54,-3.35,16.06,9.03,26.6,16.23,-0.5,-0.33,3.51,-1.51,12.38,13.05,-12.38,
-15.06,-23.76,-4.52,-11.88,10.54,-5.52,14.72,4.85,24.09,11.54,-1.67,-3.18,0.5,-4.18,11.88,8.03,-13.72,
-15.56,-19.24,-3.51,-10.88,9.87,-7.7,13.72,1.17,22.09,7.53,-2.34,-6.02,-1.34,-7.36,12.05,2.84,-15.39,
-16.06,-15.73,-1.84,-10.04,9.54,-9.87,12.88,-2.34,20.75,4.02,-2.51,-8.7,-1.84,-10.71,13.05,-2.18,-17.57,
-16.23,-14.22,-0.67,-9.37,9.54,-11.21,12.38,-5.02,19.91,1.34,-2.34,-10.88,-0.33,-12.88,14.56,-6.36,-20.41,
-15.39,-14.89,-0.33,-8.37,9.54,-12.21,11.54,-6.86,19.07,-0.5,-2.01,-12.21,2.18,-13.22,16.06,-8.87,-23.09,
-13.89,-16.9,-0.84,-7.36,9.03,-12.21,10.54,-8.2,18.57,-1.84,-2.18,-12.88,4.35,-11.04,17.23,-10.54,-24.76,
-12.05,-18.07,-2.18,-6.53,8.03,-11.71,9.7,-9.03,18.07,-2.51,-2.51,-12.88,4.85,-7.53,17.57,-11.71,-25.1,
-11.04,-17.23,-3.35,-5.86,6.53,-10.88,8.53,-9.87,17.4,-3.35,-3.35,-12.55,3.01,-4.18,17.07,-13.05,-24.43,
-12.05,-14.22,-3.35,-5.35,5.02,-9.87,7.7,-10.71,16.56,-4.02,-4.85,-12.21,-0.67,-3.35,15.89,-14.72,-23.42,
-15.56,-10.54,-2.01,-4.85,3.35,-9.2,6.86,-11.21,15.23,-4.85,-6.19,-12.05,-4.35,-5.69,14.22,-16.9,-22.92,
-20.91,-8.2,-0.17,-3.85,1.84,-8.53,5.86,-11.71,13.55,-5.86,-7.53,-12.55,-6.86,-10.88,11.88,-18.91,-23.76,
-27.1,-8.87,1.51,-2.34,0.33,-8.2,3.85,-11.54,11.54,-7.19,-8.53,-13.05,-6.69,-16.56,9.87,-20.41,-25.43,
-31.79,-13.22,2.34,0,-1.34,-7.36,1.34,-11.21,9.03,-8.53,-9.03,-13.22,-4.85,-20.24,8.2,-21.25,-27.27,
-33.46,-19.24,1.84,2.51,-3.35,-6.36,-1.17,-10.37,6.53,-10.04,-8.87,-12.38,-2.18,-20.08,7.03,-21.25,-28.11,
-31.29,-24.43,0.5,4.52,-5.19,-4.68,-3.18,-9.54,4.52,-11.54,-8.37,-10.04,-1,-15.56,6.19,-20.58,-27.94,
-25.6,-26.1,-1.17,5.69,-6.53,-2.68,-4.18,-8.53,3.01,-12.55,-7.36,-6.53,-2.34,-7.7,5.19,-19.24,-27.27,
-18.24,-23.42,-2.34,6.02,-7.03,-0.5,-3.85,-7.19,2.51,-12.88,-6.36,-2.34,-6.19,0.67,4.18,-17.57,-26.94,
-11.38,-17.23,-2.68,5.35,-6.69,1.84,-2.68,-6.02,2.34,-12.21,-5.19,2.01,-11.38,7.53,2.68,-15.56,-27.61,
-6.53,-10.04,-2.51,4.68,-5.86,4.02,-1.34,-4.35,2.84,-10.88,-4.68,5.69,-16.4,10.88,1,-13.22,-28.78,
-4.02,-4.52,-1.67,4.35,-5.35,6.02,-1,-3.01,3.18,-8.7,-4.35,8.03,-19.91,11.21,-0.67,-10.71,-28.61,
-3.51,-1.84,-1.17,4.85,-5.35,7.36,-1.84,-2.01,3.01,-6.53,-4.02,9.2,-21.42,9.54,-1.67,-8.37,-25.6,
-3.35,-1.34,-0.67,5.52,-6.69,8.03,-4.02,-1.34,1.84,-4.85,-4.02,9.54,-21.75,7.7,-2.51,-6.36,-18.91,
